1 1 https://fiber.google.com/
1 2 https://m.google.com/
1 3 http://material.google.com/
1 4 http://sketchup.google.com/
1 5 https://www.google.com/contact/
1 6 https://news.google.com/articles/CBMiJGh0dHBzOi8vd3d3Lm1tYW1hbmlhLmNvbS91ZmMtcmVzdWx0c9IBAA
1 7 https://news.google.com/articles/CBMiLWh0dHBzOi8vd3d3LmNoaWNhZ29iZWFycy5jb20vdGVhbS9kZXB0aC1jaGFydNIBAA
1 8 https://news.google.com/articles/CAIiEO73oIszPc42ojNhR6zVaFsqGAgEKg8IACoHCAowu9qkCjCd6Xcw6YzrAQ
1 9 https://code.google.com/p/go/
1 10 https://news.google.com/articles/CAIiEOKe6zJEgFOLSq2aM7g2T4cqGQgEKhAIACoHCAowy6qCCzDckf8CMMay8wU
1 11 https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmJ1c3RsZS5jb20vcC93aG8tY29pbmVkLW5vdG9yaW91cy1yYmctaGVyZXMtdGhlLWhpc3Rvcnktb2YtcnV0aC1iYWRlci1naW5zYnVyZ3MtaW5mYW1vdXMtbmlja25hbWUtMTMxNjM3NzDSAQA
1 12 https://news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LmRpZ2l0YWxzcHkuY29tL21vdmllcy9hMjYxNDEyNjYvYWxpdGEtYmF0dGxlLWFuZ2VsLTItcGxvdC1jYXN0LXJlbGVhc2UtZGF0ZS10cmFpbGVyL9IBAA
1 13 https://news.google.com/articles/CAIiEDofPGCvse6Al1hmuGcWP5YqFwgEKg4IACoGCAowis8wMLmCBjCgodQD
1 14 https://news.google.com/articles/CAIiEKwITR4hPvTwsWFiHwIo7vUqFAgEKg0IACoGCAowlIEBMLEXMOc_
1 15 https://news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LmNvdW50cnlsaXZpbmcuY29tL2xpZmUvZW50ZXJ0YWlubWVudC9hMjMzMTc4NTkvZWxsZW4tcG9tcGVvLWh1c2JhbmQtY2hyaXMtaXZlcnkv0gGsAWh0dHBzOi8vd3d3LWNvdW50cnlsaXZpbmctY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNvdW50cnlsaXZpbmcuY29tL2xpZmUvZW50ZXJ0YWlubWVudC9hbXAyMzMxNzg1OS9lbGxlbi1wb21wZW8taHVzYmFuZC1jaHJpcy1pdmVyeS8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
