1,10,53,51548
0,16,4,2434
3,12,495,193431
1,9,2,980
1,24,2,615
2,38,70,6739
3,32,427,156297
3,17,17,2244
1,8,6,979
2,49,7,493
2,8,7,339
0,8,18,5623
0,7,20,12499
5,null,null,310320
1,null,null,12539
1,null,null,64416
1,28,2,645
14,61,5,2944
1,32,16,4895
1,136,9,8561
1,62,3,867
3,11,179,173168
0,35,5,2230
0,6,4,1608
1,7,3,938
9,3923,2315,689605
41,118,1441,194871
12,132,1651,221509
11,null,null,100884
4,null,null,9890
12,null,null,689916
2,null,null,194923
1,null,null,100884
7,null,null,221883
0,null,null,9890
0,47,14,9390
0,null,null,1355
4,null,null,157002
0,null,null,36341
16,null,null,246135
1,null,null,6640
1,53,66,1575
8,null,null,695857
3,null,null,294710
5,null,null,241800
0,null,null,9890
9,null,null,100884
1,null,null,48945
0,null,null,1355
1,null,null,781
4,null,null,157002
2,null,null,36341
4,null,null,246135
1,null,null,6640
15,null,null,695857
27,null,null,294710
1,null,null,9890
1,null,null,100884
0,null,null,97163
3,null,null,57038
1,null,null,23611
2,null,null,47051
0,null,null,1469
4,null,null,330559
0,null,null,12271
2,null,null,162640
2,null,null,80452
3,null,null,295356
1,16,4,248
8,null,null,157002
4,null,null,246135
2,null,null,6640
10,null,null,695857
3,null,null,289158
3,null,null,241800
2,null,null,9890
1,null,null,100884
7,null,null,44412
9,null,null,1355
12,null,null,191782
0,null,null,11191
0,null,null,26379
0,null,null,523
0,null,null,1101
2,null,null,102212
1,null,null,157002
1,null,null,36341
3,null,null,246135
1,null,null,6640
2,null,null,7501
0,null,null,81
0,null,null,7313
3,null,null,89496
1,null,null,11224
1,5,6,1324
3,24,3,1718
2,26,10,3556
1,7,2,758
1,9,4,973
1,5,3,1083
1,14,3,2029
2,7,1,528
3,12,4,1426
2,32,3,1443
2,null,null,14229
1,14,100,104585
1,null,null,47051
11,null,null,695857
5,null,null,294710
2,null,null,241800
1,null,null,9890
1,null,null,100884
3,null,null,48945
0,null,null,1355
0,null,null,781
3,null,null,157002
1,207,29,15518
15,12,1311,372497
31,35,3653,1407143
10,null,null,246135
149,208,2332,531259
50,81,1358,335596
11,null,null,209939
3,null,null,6640
3,176,316,109066
7,null,null,46274
6,131,219,56512
6,112,34,4254
7,84,213,58153
6,66,11,3894
6,null,null,57557
6,57,28,13514
6,33,404,122139
3,13,957,345515
2,45,173,64915
1455,null,null,82564
1455,92,92,78231
111,null,null,281461
103,80,10,2894
18,null,null,471880
1377,35,35,845
7,51,79,492
7,65,7,1484
8,23,7,1314
8,19,5,1571
0,14,5,1405
1,5,2,248
4,null,null,23486
1,5,14,10169
1,null,null,4665
1,null,null,15518
3,null,null,335598
6,null,null,372555
0,null,null,6772
24,null,null,1407410
4,null,null,56512
1,null,null,46274
3,null,null,209939
7,null,null,460090
12,null,null,532452
1,null,null,3913
0,null,null,57557
